Sample_ID,District,Agro_Zone,Season,Soil_pH,Total_N_percent,Available_P_mgkg,Available_K_mgkg,Organic_Carbon_percent,Rainfall_30d_mm,Temperature_mean_C,Recommended_N_kg_ha,Recommended_P2O5_kg_ha,Recommended_K2O_kg_ha,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha
9230,Kandy,Wet,Maha,5.39,0.162,5.8,111.5,1.94,303.4,27,100,60,20,225.1,135,34.8
9231,Colombo,Wet,Yala,5.64,0.133,6.3,139.1,2.18,314.4,26.1,120,60,20,260,127.7,30.9
9232,Badulla,Intermediate,Maha,5.32,0.103,9.2,108.6,1.41,235.8,29,120,60,20,246.1,124.3,33
9233,Kalutara,Wet,Yala,5.29,0.197,11.5,138.3,2,260.2,24.1,100,40,20,231.4,84.8,33.7
9234,Matara,Wet,Yala,5.82,0.058,8.2,112,2.2,221.1,26.5,130,60,20,280.7,131.6,35.6
9235,Matara,Wet,Maha,5.17,0.125,5.4,63.7,2.58,311.2,26.9,120,60,40,270.1,134.8,67.4
9236,Vavuniya,Dry,Maha,6.32,,14.8,108.3,0.68,163.5,28.2,130,40,20,277,86.8,31.6
9237,Ratnapura,Wet,Maha,5.42,0.1,9.5,101.8,1.53,389.7,26.5,120,60,20,242.1,130.9,33.4
9238,Colombo,Wet,Yala,5.53,0.137,6.3,105.6,1.94,318.4,25.6,120,60,20,245.3,123.3,32.8
9239,Gampaha,Wet,Yala,6,0.18,12,98.1,1.82,331.3,27.5,100,40,40,217.3,92.4,66.5
9240,Polonnaruwa,Dry,Maha,6.35,0.056,7.4,,0.65,161.9,28.6,130,60,20,290.7,138.8,31.8
9241,Matale,Intermediate,Maha,5.78,0.115,17.1,58.2,1.05,186.9,29.9,120,20,60,254.4,44.7,100
9242,Anuradhapura,Dry,Maha,5.99,0.111,14.5,85.7,1.48,155.8,29.3,120,40,40,268.6,80.7,63.2
9243,Polonnaruwa,Dry,Yala,6.61,0.173,11,109.8,0.91,94.3,31.4,100,40,20,223.9,87.5,34.5
9244,Vavuniya,Dry,Yala,5.98,0.093,8.7,65.5,1.4,98.5,28.2,130,60,40,291.2,132.9,67.6
9245,Puttalam,Dry,Maha,6.56,0.15,9.7,107.4,0.54,140.7,,100,60,20,217.2,140.1,31.2
9246,Anuradhapura,Dry,Yala,6.92,0.193,7.5,42,1.35,99.1,27.6,100,60,60,230.9,140.1,105.8
9247,Trincomalee,Dry,Yala,5.62,0.14,9.3,84.2,1.29,40.9,27.5,120,60,40,260.5,137.4,67.9
9248,Jaffna,Dry,Yala,6.16,0.11,13.5,98.5,0.72,29.6,28.3,120,40,40,259,81.3,64.9
9249,Ampara,Dry,Maha,6.78,0.051,6.3,59.4,1.06,252.3,32,130,60,60,269.9,139.3,93.2
9250,Badulla,Intermediate,Maha,6.19,0.152,9.3,76.7,1.52,130.9,28.5,100,60,40,211.1,132.6,68
9251,Puttalam,Dry,Yala,5.55,0.173,12.4,107.3,1.39,50.8,29.3,100,40,20,202.5,90.9,32.7
9252,Matale,Intermediate,Maha,6.3,0.081,16.6,109.3,1.32,141.7,26.2,130,20,20,288.3,42.9,35.3
9253,Kandy,Wet,Maha,5.71,0.14,8.5,133.4,1.57,361.5,25,120,60,20,251.1,126.9,31
9254,Ampara,Dry,Yala,5.83,0.14,12.8,,0.77,,27.7,120,40,20,253.2,86.5,31
9255,Puttalam,Dry,Yala,7.46,0.182,7.9,115.2,0.91,35.8,30.6,100,60,20,226.2,123.5,35.5
9256,Nuwara Eliya,Wet,Maha,,0.071,6.7,,1.57,375.1,26,130,60,40,275.3,127.6,71.4
9257,Galle,Wet,Yala,5.76,0.181,10.7,145,2.7,343.7,,100,40,20,209,91.7,30.9
9258,Kegalle,Intermediate,Yala,,0.086,6.3,,1.69,243.6,27.3,130,60,20,268.6,121.4,34.4
9259,Matara,Wet,Maha,4.74,0.126,7.7,138.3,2.87,313.7,27.1,120,60,20,271.7,123.6,31.9
9260,Kegalle,Intermediate,Maha,5.86,0.168,8.1,65.9,1.98,,27.8,100,60,40,205.3,123.1,68.7
9261,Trincomalee,Dry,Yala,7.11,0.199,14.5,70.8,0.69,93.7,28.4,100,40,40,215.9,85.7,70.4
9262,Galle,Wet,Yala,5.21,0.195,11.7,103.8,1.65,289.6,24.7,100,40,20,217.6,93.5,31.3
9263,Kegalle,Intermediate,Maha,6.7,0.117,,72.1,1.57,221.5,29,120,60,40,268.2,124,64.1
9264,Kandy,Wet,Maha,5.46,0.062,11.3,138.1,1.91,301.1,25,130,40,20,288.2,82.4,30.9
9265,Kegalle,Intermediate,Yala,6.32,0.176,16.3,70.3,1.62,141.5,28.4,100,20,40,227.5,46.2,62.1
9266,Monaragala,Intermediate,Maha,6.76,0.073,5.8,63.3,1.27,107.6,27,130,60,40,263.3,137.9,62
9267,Ratnapura,Wet,Maha,5.5,0.176,9.9,101.5,1.82,365.1,25,100,60,20,210.8,121.3,34.8
9268,Anuradhapura,Dry,Maha,7.12,0.09,5.9,81,1.41,235.7,30.2,130,60,40,273.3,135.3,64.7
9269,Vavuniya,Dry,Maha,7.25,0.138,14.6,108.2,0.65,173,29.2,120,40,20,247,89,33.3
9270,Puttalam,Dry,Yala,5.55,0.106,6.3,82.5,1.37,81.6,27.6,120,60,40,252.6,135.6,69.6
9271,Badulla,Intermediate,Maha,5.98,0.103,18.8,,1.64,,27.4,120,20,20,253.5,43.5,33.3
9272,Kurunegala,Intermediate,Maha,6.43,0.078,12.8,70,1.62,146.6,27.7,130,40,40,283.5,93.4,66
9273,Vavuniya,Dry,Maha,6.1,0.192,12.5,106.6,1,141.2,31.6,100,40,20,222.7,81,30.9
9274,Puttalam,Dry,Maha,5.6,0.053,12.8,57.8,0.59,298.8,30.2,130,40,60,277.6,83.5,101
9275,Hambantota,Dry,Maha,7.13,0.121,13.3,96,1.47,285.5,31.3,120,40,40,269.5,85.6,62.9
9276,Kegalle,Intermediate,Maha,6.59,0.187,5.5,97.1,1.28,246.2,27,100,60,40,212.1,129.4,69.3
9277,Kalutara,Wet,Yala,4.53,0.186,5.2,80.6,2.35,230.6,25.9,100,60,40,210.6,138.6,64.3
9278,Kegalle,Intermediate,Maha,5.41,0.156,14,115.9,1.56,228.7,29.9,100,40,20,218.7,87.8,34.2
9279,Kurunegala,Intermediate,Maha,6.76,0.159,10.3,,1.64,199.4,27.8,100,40,40,201.9,81.1,68.2
9280,Galle,Wet,Maha,4.58,0.073,10.4,132.6,1.75,380.2,26.5,130,40,20,264.8,85.8,33.9
9281,Jaffna,Dry,Yala,6.26,0.139,10.5,44.7,1.26,23.4,31.9,120,40,60,257.7,85.9,96.5
9282,Matara,Wet,Yala,,0.091,9.7,95.6,2.58,370.6,24,130,60,40,301.4,139.5,64.4
9283,Kilinochchi,Dry,Yala,6.67,,9,80.8,0.51,26.1,29,100,60,40,224.6,132.3,70.3
9284,Monaragala,Intermediate,Maha,5.49,0.177,,71.8,1.09,137.2,28.8,100,20,40,204,44.4,61.8
9285,Anuradhapura,Dry,Yala,7.46,0.184,14.7,76.7,0.84,26.1,29.5,100,40,40,228.7,89.8,63.5
9286,Kalutara,Wet,Maha,5.54,0.146,8.8,102.4,2.22,257.9,26.4,120,60,20,270,135.7,33.9
9287,Mullaitivu,Dry,Maha,6.03,0.149,12.7,55,1.44,292.6,30.9,120,40,60,265.2,88.8,104.8
9288,Puttalam,Dry,Yala,6.26,0.128,5,101.2,0.66,74.1,29,120,60,20,273.4,125.3,32.6
9289,Ampara,Dry,Maha,5.5,0.104,5.5,,0.64,236,28.8,120,60,40,257.1,137.7,68.2
9290,Kandy,Wet,Yala,5.14,0.155,10.9,104.1,,212.7,26.7,100,40,20,208.3,90,33.6
9291,Trincomalee,Dry,Yala,6.68,0.158,9.2,105.9,1.05,,28.5,100,60,20,217.8,135.1,31.1
9292,Badulla,Intermediate,Yala,5.67,0.165,6.4,84.7,1.13,,26.1,100,60,40,219,140.1,67.9
9293,Monaragala,Intermediate,Maha,6.67,0.087,12,111.8,1.81,133.4,29,130,40,20,284.2,90.9,34.9
9294,Ampara,Dry,Maha,7.43,0.183,8.3,48.9,0.91,276.9,27,100,60,60,219.5,136.8,107.4
9295,Anuradhapura,Dry,Maha,,0.132,14.6,44.7,1.31,223.4,31.5,120,40,60,278.5,92.9,92.9
9296,Kegalle,Intermediate,Yala,6.59,0.158,13.8,86.9,1.13,152,26.3,100,40,40,230.5,82.4,68.3
9297,Hambantota,Dry,Yala,6.74,0.149,7.3,74.8,,45.1,29.8,120,60,40,275.6,130.4,65.8
9298,Kegalle,Intermediate,Maha,6.28,0.13,13.7,88,1.41,219.3,26.2,120,40,40,272.7,88.1,61.8
9299,Mullaitivu,Dry,Yala,7.47,0.138,6.8,64.7,1.16,25.1,30.1,120,60,40,278.3,127.1,67.8
9300,Matale,Intermediate,Yala,5.29,0.068,19.8,122.9,1.37,122.4,28.5,130,20,20,265.6,45.7,31.4
9301,Kalutara,Wet,Maha,5.03,0.161,11.8,117.6,2.42,208.8,25.3,100,40,20,209.7,90.4,32.7
9302,Kegalle,Intermediate,Maha,6.74,0.148,5.5,51.4,1.66,130,26.2,120,60,60,260.7,134.7,96.4
9303,Batticaloa,Dry,Maha,6.49,0.074,14.5,103,1.22,225.2,28.2,130,40,20,297.3,93.5,32.6
9304,Mullaitivu,Dry,Maha,5.58,0.186,11.1,72.1,1.46,293,27.7,100,40,40,217.6,83.9,66.6
9305,Badulla,Intermediate,Yala,5.81,0.094,19.9,73.6,1.49,151.1,27,130,20,40,293.1,45,65.3
9306,Kegalle,Intermediate,Maha,6.14,0.08,19.8,102.4,1.59,150.8,28.1,130,20,20,267.3,43.8,33.6
9307,Kegalle,Intermediate,Maha,5.4,0.161,10.1,,,217.5,27.9,100,40,40,209.3,84.6,64.1
9308,Monaragala,Intermediate,Yala,5.39,0.188,,85.7,1.81,113.7,27.7,100,60,40,225,123.8,68.1
9309,Kilinochchi,Dry,Yala,6.46,0.135,6.3,102.3,1.31,22.1,30.9,120,60,20,247.8,138.1,35.1
9310,Anuradhapura,Dry,Yala,5.67,0.189,12.2,79.6,1.34,71.6,30.2,100,40,40,212.6,88.2,63.9
9311,Kalutara,Wet,Yala,5.86,0.171,5.9,115.4,2.5,321.6,24.7,100,60,20,209.7,136.8,33.3
9312,Batticaloa,Dry,Maha,5.7,0.134,6.2,100.9,1.46,259.5,30.4,120,60,20,255,131.3,34
9313,Galle,Wet,Yala,5.95,0.146,9.9,83.7,1.9,218.7,27.3,120,60,40,269.1,124.9,67.3
9314,Trincomalee,Dry,Yala,7.38,0.154,14.6,98.3,1.05,54.1,28.2,100,40,40,213.1,84.9,65.4
9315,Colombo,Wet,Yala,5.83,0.172,8,82,1.68,321.4,24,100,60,40,219.2,128.1,68.1
9316,Kilinochchi,Dry,Yala,6.41,0.103,14.4,42.5,0.95,38.6,27.2,120,40,60,245.2,93.2,92.9
9317,Kalutara,Wet,Yala,,0.126,7.3,60.1,2.41,,26.1,120,60,40,272.8,120.7,65.4
9318,Vavuniya,Dry,Yala,6.28,0.053,5.6,60.9,1.08,40,31.4,130,60,40,277.1,139.9,67
9319,Polonnaruwa,Dry,Maha,6.02,0.095,8.1,109.1,0.87,183.1,32,130,60,20,288.9,139.8,30.9
9320,Kandy,Wet,Yala,5.64,0.085,9.4,64.8,2.16,393,27,130,60,40,292.2,140.1,66.8
9321,Badulla,Intermediate,Maha,6.67,0.142,16.4,96.7,,152,27.5,120,20,40,249.5,43.3,68.2
9322,Matale,Intermediate,Maha,6.48,0.131,9.2,124.2,1.27,112.4,26.7,120,60,20,276,139.5,34.6
9323,Jaffna,Dry,Maha,7.26,0.059,10.9,66.6,0.6,244.4,31.4,130,40,40,287.5,85.6,62.8
9324,Batticaloa,Dry,Maha,6.94,0.192,5.9,55.3,1.26,,28.1,100,60,60,215.1,121.1,107.4
9325,Badulla,Intermediate,Maha,6.47,0.157,,126.8,1.25,187.3,28.8,100,60,20,207,125,33.8
9326,Mullaitivu,Dry,Maha,5.79,0.074,13.7,76.3,0.6,122.5,30.2,130,40,40,301.3,92.8,65.3
9327,Kilinochchi,Dry,Maha,6.01,0.139,8.1,77.6,1.17,250.4,,120,60,40,270.9,120.9,64.2
9328,Trincomalee,Dry,Yala,6.37,0.056,13.1,70,1.37,46.9,31.1,130,40,40,270.2,87.6,67.4
9329,Batticaloa,Dry,Yala,5.84,0.181,8.9,,1,22.2,27.6,100,60,40,212.1,122.1,70.5
9330,Ampara,Dry,Yala,6.91,0.133,13,66.3,1.16,88,28.4,120,40,40,273,84.2,66.9
9331,Matara,Wet,Maha,5.69,0.137,11.1,78.2,1.59,353,27.5,120,40,40,268.6,81.6,68.3
9332,Puttalam,Dry,Maha,6.51,0.132,10.3,106.6,0.9,144.1,28.8,120,40,20,271.3,91.7,32.6
9333,Puttalam,Dry,Maha,7.23,0.083,10.2,96.9,,177.9,30.9,130,40,40,280.1,88.2,65.6
9334,Colombo,Wet,Maha,5.78,,10,148.4,1.67,204.6,27.7,100,40,20,224.5,92.2,32.2
9335,Vavuniya,Dry,Maha,6.07,0.054,10.1,,0.9,239.5,27.8,130,40,60,277.8,89.5,103.1
9336,Jaffna,Dry,Maha,7.01,0.111,13.4,89.3,0.6,172,28.1,120,40,40,249.6,93.1,65.3
9337,Mullaitivu,Dry,Yala,7.26,0.103,13.2,112.4,0.65,46.1,30.7,120,40,20,266.1,87.1,31.8
9338,Badulla,Intermediate,Yala,6.56,0.101,8.9,88,1.78,185.8,29.4,120,60,40,279.5,133.1,65.4
9339,Vavuniya,Dry,Yala,6.23,0.2,9.5,100.8,1.26,92.2,29,100,60,20,211.2,131.9,35.1
9340,Ratnapura,Wet,Maha,5.37,0.153,10.4,125.9,2.91,363.6,25,100,40,20,216.1,86.8,34.5
9341,Monaragala,Intermediate,Maha,,0.124,12,60.8,1.74,176.7,28.9,120,40,40,267.7,91.5,65
9342,Hambantota,Dry,Maha,7.01,,9.5,110.8,0.72,262.5,30.5,120,60,20,262.5,133.2,35.3
9343,Badulla,Intermediate,Yala,5.34,0.069,8.8,93.2,,173.9,26.4,130,60,40,297.2,136.3,62.4
9344,Ratnapura,Wet,Maha,5.66,0.13,9.1,133.6,,275,25.9,120,60,20,271.1,136,31.1
9345,Trincomalee,Dry,Yala,6.53,0.119,9.2,98.2,1.21,95.1,30.1,120,60,40,243.6,124.4,63
9346,Jaffna,Dry,Yala,7.01,0.166,13,72.7,1.32,79.8,29.4,100,40,40,233.7,89,62.9
9347,Kalutara,Wet,Yala,4.75,0.178,9.6,116.8,1.87,294.7,26.5,100,60,20,225.6,124.5,31.2
9348,Gampaha,Wet,Yala,5.36,0.191,,113.4,2.78,322.2,24.6,100,60,20,229.3,132,34.1
9349,Colombo,Wet,Yala,4.88,0.191,6.5,69.6,2.94,,25.4,100,60,40,222.3,133.9,67.7
9350,Kandy,Wet,Maha,4.9,0.058,9.8,107.7,1.97,338,26.4,130,60,20,297.7,140.1,34
9351,Matara,Wet,Yala,4.77,0.129,7.3,143.7,2.54,361.6,25.1,120,60,20,245.7,121.2,34.2
9352,Jaffna,Dry,Maha,6.09,0.149,9,103.7,1.13,148.9,28.8,120,60,20,254.9,122.4,34.6
9353,Hambantota,Dry,Yala,7.04,,14.5,98.9,1.04,92.1,27.6,120,40,40,275.6,81.5,63.8
9354,Monaragala,Intermediate,Yala,5.43,0.101,9.3,,1.24,142.1,28.4,120,60,60,249.2,128.4,101.8
9355,Mullaitivu,Dry,Yala,6.05,0.185,13.8,62,0.54,21.6,28,100,40,40,203.6,91.2,67.5
9356,Mannar,Dry,Maha,7.46,,6,61.8,0.68,284.9,30.9,130,60,40,294.8,137.1,71.1
9357,Matara,Wet,Yala,5.92,0.092,6.2,128.7,1.78,337,25,130,60,20,296.8,135,32
9358,Polonnaruwa,Dry,Yala,6.03,0.124,13.3,115.3,0.9,73.2,27.3,120,40,20,247.7,92.2,31.1
9359,Mullaitivu,Dry,Yala,5.88,0.198,8.8,92.3,0.77,71.4,29.8,100,60,40,229,126.9,68.2
9360,Galle,Wet,Maha,4.95,,7.4,105.6,2.64,395.8,24.9,120,60,20,268.2,122.3,34.5
9361,Kandy,Wet,Yala,5.48,0.078,7.5,73,2.34,376.6,25.6,130,60,40,283.5,121.8,64.5
9362,Polonnaruwa,Dry,Maha,6.53,0.168,5.3,45.3,1.3,274.5,29.6,100,60,60,228.2,137.3,101.1
9363,Kegalle,Intermediate,Yala,6.15,0.124,10.4,102.4,1.71,,26.8,120,40,20,257.7,90,31.1
9364,Mullaitivu,Dry,Maha,6.47,0.199,8.9,51.5,1.45,285,29,100,60,60,207.4,134.3,106.9
9365,Gampaha,Wet,Yala,5.58,0.164,5.2,147,1.84,217.7,27,100,60,20,210.4,127.3,31.4
9366,Kegalle,Intermediate,Maha,5.61,0.198,14,,1.08,236.9,29.1,100,40,60,217.6,85.4,93.5
9367,Hambantota,Dry,Maha,5.9,0.098,13.7,85.4,1.03,270.5,30.3,130,40,40,283.9,93,62.1
9368,Galle,Wet,Yala,4.96,0.122,7.4,97.1,1.51,258.3,25.4,120,60,40,272.9,121.9,66
9369,Nuwara Eliya,Wet,Maha,4.69,0.079,7.5,84.3,1.84,304,,130,60,40,295,135.8,62.7
9370,Badulla,Intermediate,Yala,5.99,0.177,15.9,123.1,1.95,176.4,29.7,100,20,20,220.1,42.3,34.5
9371,Jaffna,Dry,Yala,5.96,0.144,11,117.5,1.16,63.4,30,120,40,20,271.9,81,35.3
9372,Galle,Wet,Yala,5.52,0.149,6,141.3,2.93,298.4,27.5,120,60,20,248.8,135.1,32.1
9373,Kandy,Wet,Yala,5.16,0.147,8.7,61.1,2.48,316.2,25.1,120,60,40,243.3,127.1,68
9374,Hambantota,Dry,Yala,7.22,0.052,5.5,,0.55,38.9,27.4,130,60,40,298.4,134.7,62.1
9375,Mullaitivu,Dry,Maha,6.44,0.097,5.2,45.3,1.04,210.2,29.6,130,60,60,264.6,134.5,98.3
9376,Mullaitivu,Dry,Maha,6.78,0.164,10.5,110.3,0.9,236.9,30.8,100,40,20,209.1,87.5,32.3
9377,Galle,Wet,Maha,4.52,0.136,10.7,66,1.77,379.2,25.9,120,40,40,268.5,90.6,64
9378,Ratnapura,Wet,Yala,5.5,0.163,10.2,134.9,2.85,352.9,28,100,40,20,214.4,88.1,34
9379,Kalutara,Wet,Maha,5.17,0.078,6,106.5,1.97,259.6,24.6,130,60,20,298.6,126.2,31.5
9380,Mullaitivu,Dry,Maha,6.41,0.111,7.7,95.8,1.12,247,29.9,120,60,40,253,135,70.3
9381,Monaragala,Intermediate,Maha,6.27,0.168,10.4,70.3,1.25,113,29.4,100,40,40,201.5,88.2,68.3
9382,Kandy,Wet,Yala,5.31,0.056,7.8,80.2,1.97,340.1,25.6,130,60,40,274.1,120.9,68.8
9383,Gampaha,Wet,Yala,4.8,0.072,6.3,108.9,1.91,346,27.5,130,60,20,285.9,138.3,35.5
9384,Matale,Intermediate,Maha,5.55,,14.1,85.5,1.65,237,27.5,120,40,40,256,87.6,71.1
9385,Colombo,Wet,Yala,5.83,0.176,5.3,70.5,1.77,376.1,27.4,100,60,40,218.5,137.6,67.2
9386,Trincomalee,Dry,Maha,6.37,0.059,6.7,89.6,1.43,159,31.1,130,60,40,298.6,137.9,66.7
9387,Matara,Wet,Maha,4.83,0.138,9.2,121.6,2.23,389.5,27.1,120,60,20,277,129.3,32.5
9388,Matale,Intermediate,Yala,5.47,0.155,13,92.5,1.15,245.9,29.5,100,40,40,209.8,87.1,68.9
9389,Galle,Wet,Maha,4.52,0.075,5,72,2.99,216.4,27.4,130,60,40,281,128.8,67.1
9390,Trincomalee,Dry,Maha,5.98,0.122,14,119.2,1.49,186,28.7,120,40,20,262.8,86.3,35.5
9391,Matale,Intermediate,Yala,6.56,0.15,6.2,,1.54,230,29.8,100,60,40,232,138.1,64.1
9392,Mannar,Dry,Yala,6.77,0.061,5.3,52.2,0.86,51.6,28.8,130,60,60,303.7,136,97.2
9393,Galle,Wet,Yala,5.57,0.103,11.3,98.6,1.55,266.7,26.4,120,40,40,250.5,82.1,64.9
9394,Kurunegala,Intermediate,Maha,6.74,0.13,12.5,114,1.18,155.3,29.8,120,40,20,269.8,88.4,34.8
9395,Kalutara,Wet,Maha,4.56,0.111,5.3,110,2.99,317.3,25.2,120,60,20,256.1,140.1,31.3
9396,Mullaitivu,Dry,Yala,6.03,0.106,7.4,73.7,1.11,44.3,28.8,120,60,40,241.6,132.3,66.3
9397,Kegalle,Intermediate,Maha,5.94,0.181,9.9,112.8,1.11,199,29.8,100,60,20,201.4,136,32.9
9398,Gampaha,Wet,Maha,4.78,0.122,9.9,97.8,2.7,349.1,26.6,120,60,40,259.4,135.7,62.4
9399,Monaragala,Intermediate,Maha,6.03,,16.1,83.6,1.51,109.7,27,130,20,40,282.1,42.5,65.8
9400,Kurunegala,Intermediate,Maha,5.84,0.068,12,112.9,1.42,144,30,130,40,20,262.4,85.3,33.4
9401,Kegalle,Intermediate,Maha,6.24,0.092,18.4,61.6,1.14,144.3,26.7,130,20,40,290.5,45,62.3
9402,Vavuniya,Dry,Maha,6.77,0.197,11.5,102.8,0.9,151.1,28.9,100,40,20,210.7,87,33.3
9403,Polonnaruwa,Dry,Maha,6.58,0.054,6.8,58.5,1.08,228.7,30.8,130,60,60,285.1,131.8,106.9
9404,Polonnaruwa,Dry,Maha,6.81,0.061,12.7,84,1.34,136.6,27.1,130,40,40,274.2,89.8,71.5
9405,Jaffna,Dry,Maha,5.59,0.151,13.4,43.3,1.32,173.4,28.9,100,40,60,206.5,90.6,100.5
9406,Kurunegala,Intermediate,Maha,,,10.5,75.5,1.32,222.2,27.3,130,40,40,278.7,84,66.9
9407,Trincomalee,Dry,Yala,6.57,0.115,5.3,40.8,1.22,64.7,27.8,120,60,60,250.4,123.5,96.8
9408,Kilinochchi,Dry,Yala,6.07,0.107,9.7,46.8,,34.4,28.5,120,60,60,262.3,126.3,107.5
9409,Matale,Intermediate,Maha,6.18,0.177,19.8,53.7,1.08,187.1,28.3,100,20,60,207.6,43.5,96.6
9410,Puttalam,Dry,Yala,7.19,0.197,14.9,61,1.4,55.5,27.6,100,40,40,217.7,84.9,66.2
9411,Kilinochchi,Dry,Yala,,,7.3,64.8,1.26,27.8,31.8,100,60,40,206.2,131.7,61.7
9412,Vavuniya,Dry,Maha,6.06,0.052,12.4,102.6,1.21,184,30.9,130,40,20,289.8,81.2,32.5
9413,Matale,Intermediate,Maha,6.1,0.079,7.9,76.9,1.8,115.6,26.8,130,60,40,293.4,130.6,62.4
9414,Matale,Intermediate,Yala,5.79,0.07,12.4,71.3,1.54,,27.6,130,40,40,266.1,85.3,69.1
9415,Matara,Wet,Maha,5.4,0.151,5.5,140.6,2.65,265.6,26.5,100,60,20,216.4,131.1,33.6
9416,Puttalam,Dry,Maha,6.02,0.052,5.6,71.9,1.46,155,28.8,130,60,40,264.4,128.9,67.4
9417,Vavuniya,Dry,Yala,6.38,,6.7,79.5,1.27,70.5,27.6,100,60,40,220.6,126.2,64.6
9418,Ampara,Dry,Yala,,0.094,7.4,105.4,1.09,71.1,28.5,130,60,20,272.6,138.3,34.9
9419,Ampara,Dry,Maha,,0.139,7.5,87.5,0.87,258.2,30.6,120,60,40,262,124.2,61.7
9420,Hambantota,Dry,Maha,6.05,,13.2,47.3,1.49,239.5,27.4,100,40,60,218,89.4,97.5
9421,Anuradhapura,Dry,Yala,5.76,0.147,9,90.6,0.95,91.9,27.8,120,60,40,277.5,138.7,68.3
9422,Hambantota,Dry,Yala,,0.053,10.3,40.2,0.76,55.5,29.3,130,40,60,284.7,87.5,106.1
9423,Colombo,Wet,Yala,5.48,0.169,7.4,78.9,2.36,203.2,27.3,100,60,40,220.1,137.8,64
9424,Colombo,Wet,Maha,5.78,0.132,11.5,77.2,2.62,370.3,24.4,120,40,40,257.1,82.1,67.1
9425,Ratnapura,Wet,Maha,5.99,0.072,7.7,91.1,2.76,207.7,27.8,130,60,40,301.6,130.3,67.1
9426,Mullaitivu,Dry,Yala,6.02,0.198,9,79.1,0.83,59.7,29.7,100,60,40,226.4,129.6,70.4
9427,Jaffna,Dry,Maha,,0.095,8,68.3,1.14,142.9,30.2,130,60,40,273.5,120.8,62.2
9428,Matale,Intermediate,Yala,5.69,0.165,18.7,,1.47,163.1,29,100,20,20,228.6,43.1,32.9
9429,Mannar,Dry,Yala,6.78,0.136,7.6,85.2,1.02,59,28.4,120,60,40,258.3,127.8,63.5
9430,Hambantota,Dry,Yala,,0.061,5.9,44.1,1.45,72.3,28,130,60,60,296.5,133.7,92.8
9431,Matale,Intermediate,Maha,5.54,0.11,20,60.5,1.73,176.6,28.6,120,20,40,273.5,46.4,63.2
9432,Gampaha,Wet,Maha,,0.058,11.6,137.6,1.6,304.6,27.9,130,40,20,269.4,81.6,35.7
9433,Colombo,Wet,Yala,5.77,0.142,,79,2.68,234.7,25.7,120,40,40,268.8,84.7,63.8
9434,Matara,Wet,Maha,5.91,0.173,10,86.1,1.61,328.4,24.5,100,40,40,210.6,86.3,71.1
9435,Hambantota,Dry,Maha,6.7,0.142,12.7,105.7,1.08,151.7,27.2,120,40,20,253,86.4,31.8
9436,Kegalle,Intermediate,Maha,,0.175,10.6,81.8,1.77,238.1,27.2,100,40,40,210.8,90.6,71
9437,Puttalam,Dry,Yala,6.98,0.184,8.2,44,0.73,37.7,27.3,100,60,60,224.8,129.3,102.3
9438,Vavuniya,Dry,Maha,7.03,0.09,11.6,60.1,0.68,226.5,27.8,130,40,40,271.1,80.8,62.8
9439,Puttalam,Dry,Maha,6.51,0.159,12.7,85.6,1.25,147.7,28.8,100,40,40,201.1,89.7,67.5
9440,Matara,Wet,Yala,5,0.063,8.9,101.9,2.78,331.8,25.5,130,60,20,291.7,137.9,32.4
9441,Ratnapura,Wet,Yala,5.1,0.107,6.6,88.5,2.39,333,24.3,120,60,40,248,130.7,65.5
9442,Gampaha,Wet,Yala,4.5,0.19,7.6,71.9,,337.8,24.1,100,60,40,204.5,132,66.1
9443,Matara,Wet,Yala,5.2,0.156,,124.2,1.56,310.6,24.6,100,60,20,208.8,123.8,32.9
9444,Kilinochchi,Dry,Yala,6.37,0.065,14,114.2,1.25,66.5,29.8,130,40,20,277.5,83.4,34.1
9445,Batticaloa,Dry,Maha,6.35,0.143,14,101.5,1.48,,29,120,40,20,260,83.5,34.6
9446,Ampara,Dry,Yala,7.32,0.159,10.1,117.7,1.22,39.3,31.2,100,40,20,202.5,86.1,32.4
9447,Kilinochchi,Dry,Yala,5.73,,10.9,59.4,1.26,29.4,27.8,100,40,60,232.7,92.6,106.4
9448,Anuradhapura,Dry,Maha,5.79,0.16,,83.4,0.9,183.1,31.4,100,40,40,224.4,87.3,71.1
9449,Matale,Intermediate,Yala,5.3,0.139,11,57.7,1.91,179.3,27.8,120,40,60,254,83,93.1
9450,Nuwara Eliya,Wet,Maha,4.92,0.1,5.8,137.6,2.91,393.2,25.5,120,60,20,253.8,125.8,30.9
9451,Colombo,Wet,Maha,4.97,0.074,6.3,92.4,,373.8,24.5,130,60,40,280.4,128.1,66
9452,Nuwara Eliya,Wet,Yala,5.58,0.116,10.4,107.5,2.01,214.1,25.9,120,40,20,265.8,88.6,33.8
9453,Hambantota,Dry,Yala,7.46,0.143,11.1,61.4,1.29,31.2,27,120,40,40,247.1,86.2,64.5
9454,Matara,Wet,Maha,5.91,0.102,10.5,128.3,1.84,397.5,24.1,120,40,20,248.7,85.6,32.1
9455,Matara,Wet,Maha,4.94,0.079,10.1,91.4,2.23,229.7,25.7,130,40,40,297.8,87.8,68.5
9456,Kandy,Wet,Yala,5.7,0.069,9.7,69.3,1.98,282.6,27.3,130,60,40,272.3,125.4,67.7
